SNO,City,Cite,Site_Code,State,Query ID,,,Date,,pm2.5,pm10,AT,BP,SR,RH,WD,RF,NO,Nox,NO2,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene
1303,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180123,,,23-Jan-2018,,85.25,149.0,,762.56,,43.29,111.76,,18.7,60.75,26.13,15.34,9.06,0.01,,0.01,0.09,,,
1304,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180124,,,24-Jan-2018,,106.8,154.73,,762.48,,58.03,145.43,,34.89,74.88,70.24,24.81,10.23,0.05,,0.0,0.19,,,
1305,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180125,,,25-Jan-2018,,94.92,152.55,,762.43,,54.21,110.42,,34.98,74.78,70.83,25.23,10.8,0.52,,0.66,3.69,0.4,2.09,0.38
1306,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180126,,,26-Jan-2018,,105.97,180.4,,762.44,,40.54,106.89,,34.5,74.57,70.6,24.78,9.68,1.89,,0.06,4.07,,1.34,
1307,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180127,,,27-Jan-2018,,95.82,70.36,,762.56,,42.74,101.39,,35.4,75.52,69.64,25.28,10.42,1.38,,0.42,2.06,0.46,1.12,0.25
1308,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180128,,,28-Jan-2018,,93.17,39.18,,762.52,,45.91,84.66,,35.93,74.51,71.25,24.41,9.91,1.44,,0.0,0.39,,,
1309,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180129,,,29-Jan-2018,,70.87,95.17,,762.58,,29.29,111.79,,34.58,75.77,69.71,24.79,11.35,1.32,,0.92,5.85,,3.11,
1310,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180130,,,30-Jan-2018,,148.21,301.08,,762.48,,37.27,119.55,,34.93,75.13,70.46,24.89,10.93,0.72,,0.84,8.32,0.42,4.39,0.2
1311,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180131,,,31-Jan-2018,,81.26,163.61,,762.64,,28.98,151.99,,35.52,75.86,70.85,24.99,9.83,1.87,,0.0,1.91,,0.73,
1312,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180201,,,01-Feb-2018,,172.83,186.48,,762.48,,29.05,112.97,,25.5,48.34,47.95,25.4,12.17,1.19,0.22,0.53,7.83,0.56,3.85,0.18
1313,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180202,,,02-Feb-2018,,99.65,116.52,,762.59,,30.23,124.2,,19.99,27.57,29.64,24.93,9.92,0.33,,0.06,1.37,0.24,0.55,0.05
1314,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180203,,,03-Feb-2018,,57.72,124.48,,762.48,,33.85,87.33,,19.88,28.18,30.04,24.88,11.45,0.41,,0.0,0.0,,,
1315,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180204,,,04-Feb-2018,,69.6,123.69,,762.46,,29.05,85.54,,19.76,27.9,29.79,25.19,12.3,0.38,,0.0,0.08,,,
1316,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180205,,,05-Feb-2018,,78.89,125.72,,762.42,,28.56,66.2,,19.8,27.87,29.91,25.11,11.43,0.31,,0.0,0.04,,,
1317,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180206,,,06-Feb-2018,,64.67,112.48,,762.33,,24.31,68.61,,19.96,28.09,29.87,24.79,14.18,0.31,,0.0,0.04,,,
1318,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180207,,,07-Feb-2018,,78.97,120.29,,762.46,,23.79,97.28,,20.06,27.55,29.8,25.07,15.58,0.0,,0.0,2.05,,0.72,
1319,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180208,,,08-Feb-2018,,78.91,119.56,,762.39,,25.12,80.64,,20.05,27.87,29.77,24.92,12.97,,,0.0,0.71,,0.04,
1320,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180209,,,09-Feb-2018,,86.7,129.54,,762.41,,25.34,99.3,,17.33,22.88,24.61,21.36,13.64,2.35,,0.0,1.94,,0.89,
1321,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180210,,,10-Feb-2018,,85.96,125.51,,762.37,,28.0,64.41,,15.15,18.01,20.06,18.14,12.26,0.31,,0.85,0.93,0.78,0.8,0.74
1322,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180211,,,11-Feb-2018,,66.76,148.61,,762.31,,36.6,70.82,,15.02,17.86,20.05,17.96,10.79,0.2,,0.0,0.0,,,
1323,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180212,,,12-Feb-2018,,39.97,95.86,,762.66,,42.82,110.7,,9.28,5.72,11.96,17.38,10.77,0.24,,0.0,0.0,,,
1324,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180213,,,13-Feb-2018,,80.3,95.04,,762.45,,57.16,97.38,,15.02,17.08,18.07,20.03,10.23,0.35,,0.0,0.0,,,
1325,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180214,,,14-Feb-2018,,56.87,87.03,,762.54,,35.96,109.4,,14.78,17.02,18.05,19.79,10.91,0.34,,0.0,0.0,,,
1326,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180215,,,15-Feb-2018,,65.41,111.04,,762.59,,36.92,123.38,,9.25,11.71,10.48,16.87,11.89,1.56,,0.0,0.0,,,
1327,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180216,,,16-Feb-2018,,111.73,148.06,,762.54,,36.36,115.62,,3.61,6.26,3.61,13.37,10.65,1.79,,0.0,0.0,,,
1328,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180217,,,17-Feb-2018,,116.92,158.99,,762.54,,33.66,123.25,,4.12,7.1,3.73,13.58,10.76,1.65,,0.0,0.0,,,
1329,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180218,,,18-Feb-2018,,94.31,146.38,,762.5,,31.46,87.36,,4.19,7.52,4.27,15.06,9.78,0.43,,0.0,0.0,,,
1330,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180219,,,19-Feb-2018,,82.45,132.3,,762.48,,30.57,82.96,,5.16,9.22,5.15,15.19,11.31,1.54,,0.0,0.0,,,
1331,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180220,,,20-Feb-2018,,96.35,151.43,,762.12,,32.29,76.39,,6.64,15.55,14.98,17.01,11.47,1.73,,0.0,0.0,,,
1332,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180221,,,21-Feb-2018,,119.9,163.0,,762.49,,30.68,84.28,,12.04,31.92,34.68,17.85,11.47,1.74,,0.0,0.0,,,
1333,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180222,,,22-Feb-2018,,109.82,184.35,,762.52,,30.74,,,11.96,30.78,34.04,17.47,12.08,1.99,,0.0,0.0,,,
1334,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180223,,,23-Feb-2018,,153.94,211.27,,762.58,,30.97,,,14.29,33.08,36.54,18.66,9.74,1.51,,0.0,0.0,,,
1335,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180224,,,24-Feb-2018,,84.13,157.26,,762.58,,31.24,,,15.02,35.17,39.82,22.25,10.03,0.74,,0.0,0.0,,,
1336,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180225,,,25-Feb-2018,,55.25,112.03,,762.64,,33.48,,,15.09,34.92,39.84,21.64,9.66,1.38,,0.0,0.0,,,
1337,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180226,,,26-Feb-2018,,49.5,108.81,,762.61,,32.92,143.79,,14.72,35.23,40.18,21.95,10.45,0.9,,0.0,0.0,,,
1338,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180227,,,27-Feb-2018,,74.54,143.11,,762.4,,33.51,112.97,,15.15,35.61,39.58,21.49,11.12,0.92,58.08,0.0,0.0,,,
1339,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180228,,,28-Feb-2018,,59.66,133.53,,762.51,,36.76,87.63,,15.0,34.72,39.85,22.06,10.22,0.86,139.65,0.0,0.0,,,
1340,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180301,,,01-Mar-2018,,64.1,128.57,,762.4,,37.21,87.57,,14.92,35.02,40.16,21.89,10.35,0.39,187.45,0.0,0.0,,,
1341,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180302,,,02-Mar-2018,,63.04,114.79,,762.62,,28.39,120.5,,15.07,34.9,39.87,22.17,11.26,0.64,62.91,0.0,0.0,,,
1342,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180303,,,03-Mar-2018,,52.87,119.68,,762.6,,26.1,130.67,,14.97,34.56,40.14,21.84,10.35,0.76,64.84,0.0,0.0,,,
1343,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180304,,,04-Mar-2018,,58.83,139.21,,762.55,,36.07,114.38,,15.02,35.23,40.06,21.91,9.77,0.95,64.63,0.0,0.0,,,
1344,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180305,,,05-Mar-2018,,37.43,72.59,,762.65,,35.11,112.84,,14.99,35.19,39.6,22.12,10.72,0.86,69.95,0.0,0.0,,,
1345,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180306,,,06-Mar-2018,,42.24,85.43,,762.71,,27.81,117.49,,14.91,34.7,39.93,21.73,11.65,0.75,68.68,0.0,0.0,,,
1346,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180307,,,07-Mar-2018,,54.88,95.59,,762.58,,25.29,113.6,,15.05,34.69,39.71,22.08,11.0,0.77,,0.0,0.0,,,
1347,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180308,,,08-Mar-2018,,37.25,78.21,,762.26,,20.64,82.08,,15.02,35.08,39.7,22.02,10.63,0.62,,0.0,0.0,,,
1348,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180309,,,09-Mar-2018,,45.67,90.11,,762.76,,25.78,70.71,,15.09,35.12,39.31,22.22,10.33,0.54,,0.0,0.0,,,
1349,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180310,,,10-Mar-2018,,41.96,83.37,,762.73,,18.53,93.39,,14.96,35.1,39.73,22.09,10.81,1.02,,0.0,0.0,,,
1350,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180311,,,11-Mar-2018,,49.17,94.44,,762.48,,22.18,99.25,,15.04,34.86,40.18,22.09,10.84,0.44,,0.0,0.0,,,
1351,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180312,,,12-Mar-2018,,52.19,109.66,,762.29,,22.32,100.25,,13.28,35.2,37.34,19.61,9.91,1.68,38.95,0.0,0.0,,,
1352,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180313,,,13-Mar-2018,,63.02,128.68,,762.23,,18.9,112.92,,10.0,35.27,29.97,14.98,11.91,2.38,10.65,0.0,0.0,,,
1353,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180314,,,14-Mar-2018,,46.13,132.37,,762.05,,19.46,136.79,,10.01,34.75,30.02,15.0,11.77,0.64,2.54,0.0,0.0,,,
1354,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180315,,,15-Mar-2018,,53.52,153.63,,762.2,,32.66,139.48,,10.04,35.0,30.05,15.01,11.02,0.55,1.88,0.0,0.0,,,
1355,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180316,,,16-Mar-2018,,51.45,121.4,,762.26,,20.62,111.06,,10.02,35.19,29.97,15.02,11.66,0.74,,0.0,0.0,,,
1356,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180317,,,17-Mar-2018,,46.73,107.64,,762.15,,22.97,102.23,,10.01,35.32,30.04,15.01,11.75,0.92,,0.0,0.0,,,
1357,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180318,,,18-Mar-2018,,37.93,88.91,,762.17,,20.48,88.33,,9.98,35.08,30.02,14.99,11.72,0.96,,0.0,0.0,,,
1358,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180319,,,19-Mar-2018,,56.8,125.54,,761.99,,21.85,81.17,,13.01,33.29,29.89,17.8,11.3,0.88,30.19,0.0,0.0,,,
1359,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180320,,,20-Mar-2018,,47.07,92.67,,762.12,,28.29,126.89,,14.99,31.91,29.91,19.9,10.34,0.97,6.1,0.0,0.0,,,
1360,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180321,,,21-Mar-2018,,51.96,158.63,,762.16,,21.63,140.33,,14.84,32.32,29.96,20.01,10.85,1.02,37.82,0.0,0.0,,,
1361,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180322,,,22-Mar-2018,,49.7,121.68,,762.13,,35.36,118.42,,15.09,32.06,29.98,20.04,10.66,0.98,70.06,0.0,0.0,,,
1362,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180323,,,23-Mar-2018,,43.68,95.71,,762.19,,33.12,129.26,,14.79,30.85,30.01,18.27,11.31,1.23,48.57,0.0,0.0,,,
1363,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180324,,,24-Mar-2018,,68.1,106.46,,762.01,,27.42,102.52,,15.49,28.99,26.77,15.48,10.84,1.25,6.32,0.0,0.0,,,
1364,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180325,,,25-Mar-2018,,92.74,115.62,,762.21,,27.81,107.8,,15.79,27.23,24.72,14.86,10.99,0.16,6.13,0.0,0.0,,,
1365,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180326,,,26-Mar-2018,,70.96,172.84,,762.3,,14.6,126.68,,16.1,27.65,25.27,14.93,12.54,3.72,10.28,0.0,0.0,,,
1366,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180327,,,27-Mar-2018,,90.2,267.61,,762.15,,15.25,115.84,,16.15,28.01,24.65,14.85,12.91,2.09,8.31,0.0,0.0,,,
1367,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180328,,,28-Mar-2018,,55.86,177.7,,777.63,,11.58,119.01,,16.02,27.84,25.16,14.99,7.28,1.36,18.55,0.0,0.0,,,
1368,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180329,,,29-Mar-2018,,50.55,114.1,,765.78,,13.06,128.15,,16.03,27.97,25.18,14.94,4.61,1.05,99.54,0.0,0.0,,,
1369,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180330,,,30-Mar-2018,,68.78,164.25,,798.19,,16.27,128.15,,15.95,27.83,25.21,15.0,1.43,0.89,86.4,0.0,0.0,,,
1370,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180331,,,31-Mar-2018,,38.75,113.58,,800.53,,10.98,124.11,,16.52,27.53,25.83,15.37,0.92,0.23,110.48,0.0,0.0,,,
1371,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180401,,,01-Apr-2018,,,,,,,,,,,,,,,,,,,,,
1372,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180402,,,02-Apr-2018,,61.83,153.82,,773.55,,19.6,104.48,,15.98,28.33,24.99,15.01,11.73,0.66,84.77,0.0,0.0,,,
1373,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180403,,,03-Apr-2018,,72.79,160.24,,765.13,,21.31,112.71,,16.05,27.88,25.16,15.01,9.34,1.11,170.5,0.0,0.0,,,
1374,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180404,,,04-Apr-2018,,77.97,172.52,,763.52,,16.17,122.51,,15.54,27.24,25.24,15.05,9.79,1.1,128.53,0.0,0.0,,,
1375,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180405,,,05-Apr-2018,,68.11,157.57,,762.2,,17.3,98.71,,15.98,27.59,25.04,14.8,8.81,1.49,82.94,0.0,0.0,,,
1376,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180406,,,06-Apr-2018,,64.49,157.08,,762.08,,25.54,87.31,,15.96,27.93,25.28,15.11,8.53,1.24,106.91,0.0,0.0,,,
1377,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180407,,,07-Apr-2018,,39.07,129.44,,777.64,,28.4,106.86,,15.89,28.41,25.33,15.03,10.04,3.01,142.92,0.0,0.0,,,
1378,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180408,,,08-Apr-2018,,62.0,126.89,,780.7,,37.19,78.28,,16.14,27.91,24.73,14.84,10.07,2.42,76.04,0.0,0.0,,,
1379,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180409,,,09-Apr-2018,,50.27,113.9,,787.07,,33.07,91.78,,15.89,34.8,39.15,19.72,9.38,1.25,126.81,0.0,0.0,,,
1380,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180410,,,10-Apr-2018,,51.22,123.35,,777.31,,36.78,93.3,,15.94,39.42,49.7,23.08,11.43,0.47,94.56,0.0,0.0,,,
1381,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180411,,,11-Apr-2018,,39.63,91.33,,766.0,,30.66,107.51,,16.24,40.17,49.68,22.18,10.45,0.72,111.66,0.0,0.0,,,
1382,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180412,,,12-Apr-2018,,26.72,67.45,,797.25,,32.7,80.07,,15.89,40.06,50.0,23.27,10.7,0.7,0.3,0.0,0.0,,,
1383,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180413,,,13-Apr-2018,,32.24,75.61,,786.42,,24.52,77.99,,15.79,39.63,49.88,23.06,10.93,0.99,0.25,0.0,0.0,,,
1384,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180414,,,14-Apr-2018,,43.57,98.78,,794.52,,16.5,82.27,,16.15,39.99,50.68,22.68,11.56,0.81,0.64,0.0,0.0,,,
1385,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180415,,,15-Apr-2018,,49.12,113.15,,795.99,,18.07,88.34,,15.96,40.02,50.79,22.96,11.5,0.69,0.52,0.0,0.0,,,
1386,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180416,,,16-Apr-2018,,79.25,180.7,,786.06,,22.3,125.62,,15.99,39.81,49.38,23.14,10.52,0.89,12.23,0.0,0.0,,,
1387,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180417,,,17-Apr-2018,,70.24,182.42,,762.32,,16.16,143.71,,16.11,39.99,50.18,23.14,11.1,0.87,50.64,0.0,0.0,,,
1388,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180418,,,18-Apr-2018,,64.43,146.39,,769.2,,16.98,114.75,,15.84,40.06,49.91,22.78,11.31,0.72,49.79,0.0,0.0,,,
1389,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180419,,,19-Apr-2018,,87.62,168.43,,788.42,,16.49,127.28,,16.73,40.07,49.68,22.98,14.11,1.28,43.24,0.0,0.0,,,
1390,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180420,,,20-Apr-2018,,111.27,260.99,,789.7,,17.47,113.42,,18.2,39.83,49.5,22.8,26.11,1.96,40.6,0.0,0.0,,,
1391,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180421,,,21-Apr-2018,,113.24,284.19,,784.69,,10.16,137.83,,18.11,40.17,49.9,23.03,17.34,0.91,39.57,0.0,0.0,,,
1392,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180422,,,22-Apr-2018,,39.03,118.73,,785.77,,16.99,108.97,,18.07,40.24,49.58,23.11,16.3,0.67,40.22,0.0,0.0,,,
1393,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180423,,,23-Apr-2018,,50.1,112.34,,726.82,,11.49,128.03,,2.72,23.94,41.61,25.27,13.89,1.55,34.3,0.0,0.0,,,
1394,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180424,,,24-Apr-2018,,63.56,135.58,,724.34,,11.11,123.54,,1.53,27.76,50.75,26.2,15.73,1.52,40.06,0.0,0.0,,,
1395,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180425,,,25-Apr-2018,,69.84,132.87,,730.18,,10.0,133.32,,2.09,38.87,71.1,38.76,18.58,1.93,32.73,0.0,0.0,,,
1396,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180426,,,26-Apr-2018,,69.94,152.47,,723.88,,13.12,143.81,,1.69,30.62,56.06,38.81,18.34,1.24,31.17,0.0,0.0,,,
1397,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180427,,,27-Apr-2018,,100.62,191.95,,724.93,,14.67,139.06,,1.54,33.43,61.71,40.44,16.12,0.94,30.81,0.0,0.0,,,
1398,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180428,,,28-Apr-2018,,80.99,162.68,,731.69,,20.1,133.25,,1.26,28.13,52.07,41.73,15.91,0.83,31.02,0.0,0.0,,,
1399,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180429,,,29-Apr-2018,,,,,,,,,,,,,,,,,,,,,
1400,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180430,,,30-Apr-2018,,48.3,148.89,,732.4,,21.61,116.53,,1.63,31.31,57.51,51.28,8.67,0.76,31.04,0.0,0.0,,,
1401,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180501,,,01-May-2018,,51.05,166.5,,723.7,,21.04,110.11,,3.75,29.68,50.24,43.8,11.19,1.22,42.9,0.0,0.0,,,
1402,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180502,,,02-May-2018,,78.96,208.84,,724.63,,29.99,101.63,,10.56,28.28,37.89,39.61,4.7,0.82,41.68,,,,,
1403,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20180503,,,03-May-2018,,51.68,146.52,,724.54,,28.36,96.37,,8.87,20.14,24.91,26.41,10.06,0.73,121.11,0.0,0.0,,,
