SNO,City,Cite,Site_Code,State,Query ID,,,Date,,pm2.5,pm10,AT,BP,SR,RH,WD,RF,NO,Nox,NO2,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene
3153,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190916,,,16-Sep-2019,,44.34,78.64,,726.44,,71.27,269.95,,13.22,29.16,15.94,58.07,12.59,0.39,21.7,0.72,5.83,,0.52,0.39
3154,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190917,,,17-Sep-2019,,42.9,62.66,,727.15,,66.63,271.38,,10.59,26.6,16.01,52.02,9.96,0.57,17.28,0.43,4.64,,0.33,0.22
3155,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190918,,,18-Sep-2019,,39.99,83.15,,729.23,,68.01,231.46,,15.56,37.1,21.57,62.15,11.67,0.87,15.57,0.55,6.14,,0.42,0.28
3156,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190919,,,19-Sep-2019,,32.12,71.39,,730.37,,68.76,111.52,,11.96,33.2,21.25,58.42,9.68,0.82,31.7,0.58,6.42,,0.34,0.22
3157,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190920,,,20-Sep-2019,,18.19,52.72,,729.4,,71.75,104.25,,12.96,34.06,21.13,55.33,14.34,0.81,25.36,0.53,5.25,,0.26,0.14
3158,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190921,,,21-Sep-2019,,31.28,59.04,,728.94,,70.36,128.57,,14.14,35.68,21.54,60.99,8.88,0.82,32.76,0.58,6.04,,0.31,0.18
3159,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190922,,,22-Sep-2019,,19.62,40.7,,729.85,,66.72,125.03,,15.4,37.07,21.67,59.55,13.14,0.68,36.45,0.37,6.17,,0.21,0.12
3160,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190923,,,23-Sep-2019,,20.09,80.87,,730.79,,68.98,100.08,,17.84,45.97,28.13,78.99,11.54,0.73,32.61,0.41,6.12,,0.24,0.13
3161,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190924,,,24-Sep-2019,,26.63,291.81,,730.9,,75.28,86.13,,26.67,58.33,31.94,103.11,14.69,0.87,35.73,0.44,5.61,,0.23,0.11
3162,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190925,,,25-Sep-2019,,25.44,46.71,,731.53,,78.96,85.01,,4.48,19.11,14.63,33.09,11.92,0.81,37.69,0.48,6.66,,0.24,0.12
3163,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190926,,,26-Sep-2019,,24.3,39.78,,731.83,,76.95,93.99,,4.97,18.94,13.97,31.94,10.04,0.82,28.78,0.52,5.89,,0.25,0.15
3164,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190927,,,27-Sep-2019,,19.22,38.13,,731.11,,71.13,146.5,,4.38,18.21,13.83,29.86,7.94,0.72,29.08,0.42,4.35,,0.19,0.1
3165,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190928,,,28-Sep-2019,,18.83,42.9,,729.91,,71.07,166.85,,4.93,18.84,13.91,31.13,8.96,0.72,28.84,0.46,5.54,,0.24,0.13
3166,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190929,,,29-Sep-2019,,29.73,64.51,,730.62,,80.36,193.57,,6.4,24.02,17.84,37.83,11.75,0.82,27.89,0.99,8.66,,0.49,0.29
3167,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20190930,,,30-Sep-2019,,31.05,75.48,,729.92,,70.74,282.4,,5.85,23.38,17.52,37.41,11.65,0.74,36.05,1.97,15.82,,1.32,0.88
3168,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191001,,,01-Oct-2019,,31.83,77.24,,729.39,,68.53,168.06,,5.82,25.85,20.03,41.57,8.15,0.87,29.43,2.95,30.94,,2.69,2.3
3169,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191002,,,02-Oct-2019,,38.22,84.26,,730.52,,70.78,193.95,,9.57,32.46,22.89,52.3,7.74,1.07,33.38,3.9,35.95,,3.83,4.2
3170,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191003,,,03-Oct-2019,,41.3,101.12,,730.67,,60.74,250.31,,8.76,28.58,19.81,49.79,8.2,0.87,26.12,3.46,27.79,,2.79,2.23
3171,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191004,,,04-Oct-2019,,44.06,82.89,,731.14,,59.47,280.56,,7.35,20.74,13.41,44.44,8.84,0.63,40.29,0.55,5.24,,0.27,0.15
3172,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191005,,,05-Oct-2019,,47.31,87.02,,730.99,,57.63,216.07,,5.59,19.85,14.26,42.23,10.87,0.71,40.0,0.7,6.37,,0.41,0.45
3173,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191006,,,06-Oct-2019,,59.03,120.7,,731.55,,53.49,207.19,,6.74,24.17,17.43,42.86,11.99,1.51,35.6,0.9,8.46,,0.5,0.4
3174,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191007,,,07-Oct-2019,,60.46,120.11,,732.62,,67.85,263.96,,9.16,28.67,19.51,48.13,7.3,1.95,30.81,1.3,7.91,0.71,0.69,0.48
3175,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191008,,,08-Oct-2019,,43.79,88.32,,732.13,,52.74,280.6,,7.17,23.55,16.38,39.9,5.82,1.67,33.69,0.93,8.03,1.0,0.5,0.34
3176,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191009,,,09-Oct-2019,,41.65,97.06,,731.77,,45.85,226.01,,6.06,24.06,18.27,38.83,6.55,1.25,38.65,0.85,6.37,0.94,0.48,0.3
3177,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191010,,,10-Oct-2019,,40.15,95.39,,731.38,,39.98,293.57,,6.47,22.77,16.38,37.59,7.56,0.6,34.43,0.95,6.45,0.9,0.4,0.25
3178,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191011,,,11-Oct-2019,,50.37,109.66,,731.22,,40.8,271.2,,5.22,21.73,16.5,38.8,11.18,0.85,45.84,0.8,6.25,0.9,0.36,0.2
3179,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191012,,,12-Oct-2019,,52.91,121.49,,731.6,,39.47,193.96,,6.39,26.64,20.25,47.99,10.52,1.01,49.12,1.11,7.16,0.9,0.72,0.53
3180,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191013,,,13-Oct-2019,,63.91,174.19,,731.97,,33.0,244.85,,6.7,28.13,21.42,48.53,14.73,0.94,45.8,1.33,7.59,0.88,0.66,0.41
3181,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191014,,,14-Oct-2019,,64.7,142.76,,732.7,,36.82,243.93,,6.93,32.5,25.57,64.19,15.64,0.91,47.98,1.18,6.1,0.9,0.55,0.36
3182,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191015,,,15-Oct-2019,,80.82,183.02,,740.94,,36.33,180.29,,24.41,70.26,46.18,84.28,18.75,1.72,27.8,2.16,8.12,0.88,1.16,0.83
3183,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191016,,,16-Oct-2019,,64.47,146.66,,735.65,,35.03,156.94,,11.27,52.84,41.57,79.15,16.61,1.01,46.98,1.43,6.97,0.9,0.81,0.46
3184,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191017,,,17-Oct-2019,,65.41,207.77,,733.01,,38.33,171.22,,8.23,51.23,43.0,80.44,21.43,0.96,45.8,1.37,7.38,0.9,0.73,0.38
3185,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191018,,,18-Oct-2019,,69.48,139.06,,732.66,,44.04,173.26,,11.42,48.91,37.97,88.44,17.8,0.99,38.87,1.06,6.87,0.87,0.58,0.33
3186,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191019,,,19-Oct-2019,,53.15,119.74,,732.97,,46.46,170.97,,11.93,41.17,29.24,55.69,13.51,0.9,33.1,0.94,7.04,0.9,0.57,0.29
3187,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191020,,,20-Oct-2019,,61.43,246.53,,733.36,,38.87,204.17,,10.61,37.16,26.56,52.43,20.7,0.78,42.61,0.82,8.24,0.9,0.51,0.23
3188,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191021,,,21-Oct-2019,,66.17,142.08,,734.25,,34.15,264.21,,12.91,50.1,37.19,63.7,16.66,0.95,34.95,1.29,7.5,0.9,0.62,0.35
3189,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191022,,,22-Oct-2019,,72.16,175.72,,734.34,,34.57,257.11,,40.72,89.78,49.06,90.1,18.98,1.7,16.24,2.34,10.77,0.9,1.37,0.84
3190,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191023,,,23-Oct-2019,,72.89,171.54,,735.25,,26.94,218.96,,35.27,80.51,45.24,89.08,23.16,1.46,26.19,3.65,12.66,0.92,2.41,1.81
3191,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191024,,,24-Oct-2019,,64.55,133.56,,730.65,,27.03,139.28,,10.74,51.09,40.36,90.02,20.9,1.0,46.64,1.15,6.33,0.91,0.78,0.6
3192,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191025,,,25-Oct-2019,,86.93,167.9,,731.23,,32.87,153.61,,5.86,41.76,35.9,83.54,14.65,0.91,46.54,1.14,6.15,0.9,0.47,0.34
3193,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191026,,,26-Oct-2019,,80.2,142.53,,732.56,,39.82,96.82,,6.39,37.32,30.92,41.46,14.83,0.89,39.32,1.0,5.94,0.9,0.41,0.22
3194,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191027,,,27-Oct-2019,,143.13,224.27,,732.68,,39.95,205.15,,28.1,63.08,34.99,72.1,21.12,1.33,35.06,2.0,8.68,0.91,0.97,0.56
3195,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191028,,,28-Oct-2019,,261.03,316.51,,733.13,,44.77,229.43,,41.91,81.93,40.02,94.45,25.49,1.41,41.03,2.26,8.62,0.91,1.11,0.6
3196,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191029,,,29-Oct-2019,,120.67,208.96,,733.46,,39.59,265.07,,21.4,65.05,43.65,73.6,22.21,1.84,46.24,2.6,10.63,0.92,1.28,0.74
3197,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191030,,,30-Oct-2019,,66.66,108.62,,732.75,,33.75,204.61,,21.16,71.8,50.64,81.15,25.42,1.55,42.31,2.08,10.03,0.92,1.16,0.69
3198,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191031,,,31-Oct-2019,,59.52,168.45,,732.09,,42.22,202.49,,24.08,66.54,42.46,75.78,21.85,1.51,46.35,2.1,9.72,0.92,1.17,0.69
3199,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191101,,,01-Nov-2019,,43.24,117.19,,732.07,,40.13,221.59,,16.18,52.38,36.19,59.02,20.79,1.11,47.53,1.34,9.54,0.91,0.76,0.4
3200,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191102,,,02-Nov-2019,,117.32,237.78,,732.82,,43.77,195.11,,6.84,35.04,28.2,38.33,16.94,0.96,58.66,1.22,5.92,0.9,0.34,0.19
3201,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191103,,,03-Nov-2019,,98.43,216.96,,733.94,,50.9,259.66,,9.44,33.13,23.69,36.06,19.3,0.9,43.52,1.15,7.03,0.9,0.32,0.18
3202,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191104,,,04-Nov-2019,,66.03,156.87,,733.95,,50.87,285.92,,10.14,36.51,26.37,39.8,17.81,0.9,45.43,1.1,7.95,0.9,0.54,0.3
3203,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191105,,,05-Nov-2019,,95.57,159.72,,732.31,,40.37,265.75,,21.19,51.7,30.54,55.57,14.18,0.98,47.33,1.31,10.47,0.91,0.76,0.44
3204,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191106,,,06-Nov-2019,,60.08,125.97,,730.13,,36.31,182.42,,16.64,55.43,38.79,56.8,15.84,1.12,44.77,1.44,10.62,0.91,0.95,0.52
3205,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191107,,,07-Nov-2019,,59.22,90.24,,730.31,,51.35,168.6,,9.79,34.11,24.32,34.31,11.25,0.63,37.57,0.82,11.24,0.91,0.56,0.28
3206,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191108,,,08-Nov-2019,,144.75,188.17,,732.33,,52.97,192.11,,8.62,35.77,27.16,63.8,11.48,0.88,39.21,1.42,9.19,0.9,0.52,0.3
3207,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191109,,,09-Nov-2019,,117.05,166.56,,733.22,,45.49,289.84,,8.34,30.28,21.94,64.52,9.88,0.69,44.61,0.94,9.36,0.9,0.39,0.19
3208,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191110,,,10-Nov-2019,,107.8,172.06,,733.22,,41.19,233.78,,8.23,32.43,24.21,52.2,9.95,0.79,48.69,0.94,10.63,0.9,0.44,0.23
3209,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191111,,,11-Nov-2019,,109.13,185.29,,732.3,,41.0,179.81,,8.45,33.75,25.3,50.18,9.62,0.82,51.2,1.08,9.95,0.9,0.53,0.3
3210,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191112,,,12-Nov-2019,,121.98,202.52,,732.84,,41.75,129.45,,7.95,48.76,40.82,72.81,9.27,0.96,41.27,1.31,9.05,0.91,0.71,0.48
3211,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191113,,,13-Nov-2019,,184.87,248.57,,734.19,,43.18,130.38,,11.9,68.21,56.3,114.21,18.76,1.24,39.59,2.06,12.52,0.92,1.16,0.84
3212,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191114,,,14-Nov-2019,,205.27,268.65,,734.94,,47.29,180.24,,6.6,48.64,42.04,88.46,11.13,1.1,50.02,2.02,10.42,0.91,0.93,0.7
3213,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191115,,,15-Nov-2019,,60.82,118.43,,734.43,,44.7,239.43,,5.45,29.88,24.42,33.26,12.99,0.74,37.91,1.04,6.7,0.9,0.45,0.23
3214,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191116,,,16-Nov-2019,,67.72,128.93,,734.44,,47.23,277.07,,7.75,31.57,23.83,10.54,18.86,0.74,36.21,1.21,9.0,0.9,0.53,0.24
3215,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191117,,,17-Nov-2019,,37.27,95.85,,734.92,,44.91,320.38,,10.22,26.19,15.97,14.43,13.6,0.55,44.17,0.73,8.49,0.88,0.35,0.2
3216,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191118,,,18-Nov-2019,,45.14,86.23,,734.35,,47.7,311.71,,10.3,27.08,16.78,23.11,9.31,0.58,36.79,0.89,8.91,0.9,0.36,0.22
3217,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191119,,,19-Nov-2019,,34.62,104.87,,733.51,,40.67,269.98,,21.66,42.68,21.03,59.07,9.48,0.89,34.53,1.3,12.12,0.91,0.82,0.52
3218,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191120,,,20-Nov-2019,,40.83,107.58,,733.46,,41.01,150.17,,21.07,44.24,23.17,60.64,18.91,1.14,39.32,1.7,15.23,0.92,1.92,0.89
3219,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191121,,,21-Nov-2019,,46.48,101.27,,734.75,,41.48,112.2,,12.39,35.38,22.99,49.86,10.79,0.97,46.44,1.48,12.5,0.91,1.64,0.68
3220,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191122,,,22-Nov-2019,,84.59,138.95,,735.07,,42.36,176.17,,18.64,43.81,25.17,59.91,12.55,1.29,47.09,1.77,13.71,0.92,1.36,0.78
3221,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191123,,,23-Nov-2019,,77.0,256.41,,735.0,,51.03,231.17,,19.3,46.62,27.33,63.17,14.32,1.36,40.32,2.38,14.9,0.93,1.72,1.03
3222,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191124,,,24-Nov-2019,,73.2,179.98,,734.47,,52.36,231.08,,12.43,37.61,25.18,52.57,15.86,0.97,40.12,1.54,15.03,0.91,1.23,0.62
3223,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191125,,,25-Nov-2019,,69.37,136.42,,734.32,,50.63,160.19,,13.36,44.8,31.45,61.11,16.58,0.83,56.86,1.37,12.46,0.91,0.59,0.7
3224,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191126,,,26-Nov-2019,,44.56,106.36,,733.86,,45.02,111.47,,21.24,63.13,41.89,81.22,16.07,0.8,67.22,1.59,16.75,0.92,0.95,0.82
3225,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191127,,,27-Nov-2019,,53.54,116.09,,733.41,,49.4,109.28,,15.18,53.09,37.91,70.92,19.65,0.78,61.07,1.43,12.03,0.91,0.86,0.67
3226,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191128,,,28-Nov-2019,,109.79,176.66,,733.83,,66.46,168.19,,14.88,47.07,32.2,62.56,15.3,1.09,54.81,2.06,11.57,0.91,1.08,0.49
3227,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191129,,,29-Nov-2019,,48.39,96.29,,734.84,,77.79,280.23,,18.69,48.99,30.3,66.58,11.23,0.8,36.9,1.41,10.37,0.91,0.77,0.35
3228,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191130,,,30-Nov-2019,,38.04,86.87,,735.09,,72.75,277.47,,15.13,49.45,34.31,66.01,10.46,0.79,57.68,1.17,10.88,0.9,0.73,0.37
3229,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191201,,,01-Dec-2019,,40.47,98.16,,734.94,,64.61,286.7,,11.94,44.45,32.51,61.01,18.71,0.77,69.68,1.16,11.46,0.9,0.63,0.33
3230,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191202,,,02-Dec-2019,,28.18,83.2,,735.7,,38.61,297.26,,13.18,47.73,34.55,64.58,26.14,0.79,66.83,1.16,9.98,0.91,0.67,0.4
3231,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191203,,,03-Dec-2019,,42.24,117.67,,735.5,,30.41,271.2,,28.55,73.65,45.33,95.11,33.49,1.24,61.27,1.94,11.51,0.9,1.3,1.26
3232,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191204,,,04-Dec-2019,,53.54,116.77,,736.38,,33.14,190.9,,50.06,106.0,55.94,131.55,30.84,1.54,37.41,2.56,13.93,0.94,2.18,1.89
3233,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191205,,,05-Dec-2019,,48.89,88.43,,737.48,,34.44,163.36,,7.14,56.6,49.47,67.28,49.72,0.96,83.34,1.53,12.84,0.98,1.22,0.66
3234,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191206,,,06-Dec-2019,,63.49,130.34,,737.26,,45.17,246.7,,7.42,62.73,55.31,73.05,17.97,1.06,55.82,2.07,12.28,1.02,1.08,0.83
3235,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191207,,,07-Dec-2019,,50.28,110.53,,736.47,,54.14,207.26,,6.49,56.38,49.89,66.42,10.31,1.08,49.55,2.08,11.67,1.02,1.21,0.79
3236,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191208,,,08-Dec-2019,,45.48,95.6,,736.32,,47.66,159.53,,23.77,66.27,42.5,77.63,11.58,1.19,54.31,1.9,13.61,1.02,1.12,0.86
3237,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191209,,,09-Dec-2019,,48.71,102.82,,735.73,,48.38,181.33,,30.65,87.03,56.39,101.76,14.62,1.6,62.97,2.53,12.34,1.08,1.6,1.57
3238,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191210,,,10-Dec-2019,,58.47,122.86,,733.86,,58.88,208.7,,46.7,105.44,58.75,121.6,23.8,2.04,42.78,3.4,14.64,0.7,2.29,3.36
3239,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191211,,,11-Dec-2019,,63.63,132.86,,732.5,,59.23,161.67,,36.94,94.19,57.25,111.69,22.23,1.66,49.01,3.3,16.11,0.27,2.28,3.13
3240,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191212,,,12-Dec-2019,,58.86,99.24,,730.8,,64.26,121.67,,4.01,43.82,39.81,54.05,10.06,0.84,78.42,1.49,9.91,0.09,0.77,0.43
3241,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191213,,,13-Dec-2019,,46.36,127.22,,732.21,,81.68,266.83,,7.1,35.72,28.61,44.22,22.96,0.66,46.11,1.07,9.42,0.04,0.42,0.22
3242,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191214,,,14-Dec-2019,,32.99,62.18,,736.56,,63.42,184.28,,7.31,37.83,30.52,45.41,31.76,0.72,42.24,0.89,9.1,0.06,0.55,0.26
3243,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191215,,,15-Dec-2019,,45.81,91.17,,736.7,,68.16,304.32,,5.26,32.73,27.47,40.74,25.83,0.64,43.3,1.29,9.22,0.05,0.49,0.25
3244,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191216,,,16-Dec-2019,,42.19,76.62,,736.92,,72.34,313.91,,5.79,35.77,30.01,42.68,25.51,0.67,47.02,0.94,6.69,0.03,0.34,0.17
3245,Jaipur,"Shastri Nagar, Jaipur - RSPCB",site_1396,Rajasthan,run2_rajasthan_jaipur_site_1396_20191217,,,17-Dec-2019,,58.51,108.7,,737.54,,79.3,258.03,,23.58,56.09,32.52,61.98,24.6,0.93,36.27,4.06,21.23,0.28,2.55,1.63
